sku,cost_price,fully_qualified_name,active,incremental_order_quantity,pack_size,pack_size_qty,stock,weight,weight_units
25488-INACTIVE,0.09,OTHER PRODUCTS/SERVICES-INACTIVE:Label - Rollstock - AP,False,1,Each,,"[{'id': 48713, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
25490-INACTIVE,0.09,OTHER PRODUCTS/SERVICES-INACTIVE:Label - Rollstock - CP,False,1,Each,,"[{'id': 48714, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
25492-INACTIVE,0.09,OTHER PRODUCTS/SERVICES-INACTIVE:Label - Rollstock - CC,False,1,Each,,"[{'id': 48715, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
25494-INACTIVE,0.09,OTHER PRODUCTS/SERVICES-INACTIVE:Label - Rollstock - FC,False,1,Each,,"[{'id': 48716, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
WT149183CF-INACTIVE,0.04,OTHER PRODUCTS/SERVICES-INACTIVE:Label - Bar Box - AP,False,1,Each,,"[{'id': 48717, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
WT149184CF-INACTIVE,0.04,OTHER PRODUCTS/SERVICES-INACTIVE:Label - Bar Box - CP,False,1,Each,,"[{'id': 48718, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
WT149187CF-INACTIVE,0.04,OTHER PRODUCTS/SERVICES-INACTIVE:Label - Bar Box - CC,False,1,Each,,"[{'id': 48719, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
WT149189CF-INACTIVE,0,OTHER PRODUCTS/SERVICES-INACTIVE:Label - Bar Box - FC,False,1,Each,,"[{'id': 48720, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
BARBOX-INACTIVE,0,OTHER PRODUCTS/SERVICES-INACTIVE:Box - Bar Box,False,1,Each,,"[{'id': 48721, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
LABEL-HOTP-10OZ-INACTIVE,0.13,"OTHER PRODUCTS/SERVICES-INACTIVE:Label - HOT, 10oz",False,1,Each,,"[{'id': 49163, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
FREIGHT,0,OTHER PRODUCTS/SERVICES-INACTIVE:Service - Shipping Charge,False,1,Each,,"[{'id': 52150, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
FEE,0,OTHER PRODUCTS/SERVICES-INACTIVE:Service - Delivery Fee,False,1,,,"[{'id': 53891, 'on_hand': '0', 'available': '-1', 'committed': '1', 'backorderable': True, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
WT154673CF-INACTIVE,0,"OTHER PRODUCTS/SERVICES-INACTIVE:Label - Peanut Butter, 13oz",False,1,Each,,"[{'id': 63664, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
WT154684CF-INACTIVE,0.17,"OTHER PRODUCTS/SERVICES-INACTIVE:Label - Peanut Pecan, 13oz",False,1,Each,,"[{'id': 63665, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
WT154680CF-INACTIVE,0.17,"OTHER PRODUCTS/SERVICES-INACTIVE:Label - Hot Mamba, 13oz",False,1,Each,,"[{'id': 63666, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
WT154681CF-INACTIVE,0.17,"OTHER PRODUCTS/SERVICES-INACTIVE:Label - Chai Spice, 13oz",False,1,Each,,"[{'id': 63667, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
WT154679CF-INACTIVE,0.17,"OTHER PRODUCTS/SERVICES-INACTIVE:Label - Maple Cinnamon, 13 oz",False,1,Each,,"[{'id': 63668, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
WT154676CF-INACTIVE,0.17,"OTHER PRODUCTS/SERVICES-INACTIVE:Label - Cashew Butter, 13 oz",False,1,Each,,"[{'id': 63669, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
WT154682CF-INACTIVE,0.17,"OTHER PRODUCTS/SERVICES-INACTIVE:Label - Espresso GGET, 13 oz",False,1,Each,,"[{'id': 63670, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
WT154674CF-INACTIVE,0.17,"OTHER PRODUCTS/SERVICES-INACTIVE:Label - Almond Butter, 13 oz",False,1,Each,,"[{'id': 63671, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
WT154683CF-INACTIVE,0.17,"OTHER PRODUCTS/SERVICES-INACTIVE:Label - Toasted Coconut, 13 oz",False,1,Each,,"[{'id': 63672, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
WT154678CF-INACTIVE,0.17,"OTHER PRODUCTS/SERVICES-INACTIVE:Label - Chocolate Sea Salt, 13 oz",False,1,Each,,"[{'id': 63673, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
WT154677CF-INACTIVE,0.17,"OTHER PRODUCTS/SERVICES-INACTIVE:Label - Fiji Ginger, 13 oz",False,1,Each,,"[{'id': 63674, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
LABEL-VPACK-NB-3OZ-INACTIVE,0.44,OTHER PRODUCTS/SERVICES-INACTIVE:LABEL-VPACK-NB-3OZ,False,1,,,"[{'id': 63749, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
Jar-13 oz 70/450-INACTIVE,0.28,OTHER PRODUCTS/SERVICES-INACTIVE:Jar - 13oz,False,1,,,"[{'id': 63794, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
BOX-2PK-4PK-INACTIVE,0,OTHER PRODUCTS/SERVICES-INACTIVE:BOX-2PK-4PK,False,1,,,"[{'id': 64426, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
LABEL-MPC-3OZ-INACTIVE,0.16,"OTHER PRODUCTS/SERVICES-INACTIVE:Label - Maple Cinnamon, 3 oz",False,1,,,"[{'id': 64427, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
WT156083CF-INACTIVE,0.16,"OTHER PRODUCTS/SERVICES-INACTIVE:Label - Fiji Ginger, 3 oz",False,1,,,"[{'id': 64428, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
LABEL-CHAI-3OZ-INACTIVE,0.16,"OTHER PRODUCTS/SERVICES-INACTIVE:Label - Chai Spice, 3 oz",False,1,,,"[{'id': 64429, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
LABEL-1PACK-ACT-INACTIVE,0.13,OTHER PRODUCTS/SERVICES-INACTIVE:Label - Amazon - 1Pack ACT,False,1,,,"[{'id': 64452, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
LABEL-1PACK-AGIN-INACTIVE,0.13,OTHER PRODUCTS/SERVICES-INACTIVE:Label - Amazon - 1Pack AGIN,False,1,,,"[{'id': 64453, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
LABEL-1PACK-ALM-INACTIVE,0.13,OTHER PRODUCTS/SERVICES-INACTIVE:Label - Amazon - 1Pack ALM,False,1,,,"[{'id': 64454, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
LABEL-1PACK-CHAI-INACTIVE,0.13,OTHER PRODUCTS/SERVICES-INACTIVE:Label - Amazon - 1Pack CHAI,False,1,,,"[{'id': 64455, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
LABEL-1PACK-HOT-INACTIVE,0.13,OTHER PRODUCTS/SERVICES-INACTIVE:Label - Amazon - 1Pack HOT,False,1,,,"[{'id': 64456, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
LABEL-1PACK-MPC-INACTIVE,0.13,OTHER PRODUCTS/SERVICES-INACTIVE:Label - Amazon - 1Pack MPC,False,1,,,"[{'id': 64457, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
LABEL-1PACK-PNUT-INACTIVE,0.13,OTHER PRODUCTS/SERVICES-INACTIVE:Label - Amazon - 1Pack PNUT,False,1,,,"[{'id': 64458, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
LABEL-1PACK-PPEC-INACTIVE,0.13,OTHER PRODUCTS/SERVICES-INACTIVE:Label - Amazon - 1Pack PPEC,False,1,,,"[{'id': 64459, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
LABEL-2PACK-ACT-INACTIVE,0.13,OTHER PRODUCTS/SERVICES-INACTIVE:Label - Amazon - 2Pack ACT,False,1,,,"[{'id': 64460, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
LABEL-2PACK-AGIN-INACTIVE,0.13,OTHER PRODUCTS/SERVICES-INACTIVE:Label - Amazon - 2Pack AGIN,False,1,,,"[{'id': 64461, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
LABEL-2PACK-ALM-INACTIVE,0.13,OTHER PRODUCTS/SERVICES-INACTIVE:Label - Amazon - 2Pack ALM,False,1,,,"[{'id': 64462, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
LABEL-2PACK-CHAI-INACTIVE,0.13,OTHER PRODUCTS/SERVICES-INACTIVE:Label - Amazon - 2Pack CHAI,False,1,,,"[{'id': 64463, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
LABEL-2PACK-HOT-INACTIVE,0.13,OTHER PRODUCTS/SERVICES-INACTIVE:Label - Amazon - 2Pack HOT,False,1,,,"[{'id': 64464, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
LABEL-2PACK-MPC-INACTIVE,0.13,OTHER PRODUCTS/SERVICES-INACTIVE:Label - Amazon - 2Pack MPC,False,1,,,"[{'id': 64465, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
LABEL-2PACK-PNUT-INACTIVE,0.13,OTHER PRODUCTS/SERVICES-INACTIVE:Label - Amazon - 2Pack PNUT,False,1,,,"[{'id': 64466, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
LABEL-2PACK-PPEC-INACTIVE,0.13,OTHER PRODUCTS/SERVICES-INACTIVE:Label - Amazon - 2Pack PPEC,False,1,,,"[{'id': 64467, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
LABEL-1-PACK-ACO-INACTIVE,0.13,OTHER PRODUCTS/SERVICES-INACTIVE:Label - Amazon - 1Pack ACO,False,1,,,"[{'id': 64486, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
LABEL-2PACK-ACO-INACTIVE,0.13,OTHER PRODUCTS/SERVICES-INACTIVE:Label - Amazon - 2Pack ACO,False,1,,,"[{'id': 64487, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
LABEL-1PACK-ESP-INACTIVE,0.13,OTHER PRODUCTS/SERVICES-INACTIVE:Label - Amazon - 1Pack ESP,False,1,,,"[{'id': 197086, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
LABEL-2PACK-ESP-INACTIVE,0.13,OTHER PRODUCTS/SERVICES-INACTIVE:Label - Amazon - 2Pack ESP,False,1,,,"[{'id': 197087, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
MKT,0,Marketing Materials,True,1,,,"[{'id': 45163, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
MKT-SIGN-BUTTERS,0,Marketing Materials:2x5 Shelf Talker - Butters,True,1,Each,,"[{'id': 45164, 'on_hand': '562', 'available': '562', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
MKT-SIGN-BARS,0,Marketing Materials:2x5 Shelf Talker - Bars,True,1,Each,,"[{'id': 45165, 'on_hand': '318', 'available': '318', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
SHELF DISPLAYS - Foam,0,Marketing Materials:Each,False,1,Each,,"[{'id': 45166, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
MKT-SIGN-LOGO-TIN,0,Marketing Materials:Large Tin Logo Sign,True,1,Each,,"[{'id': 52276, 'on_hand': '5', 'available': '5', 'committed': '0', 'backorderable': True, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
MKT-SIGN-BIGPRAISE,0,Marketing Materials:Large Big Praise Foamboard Sign,True,1,Each,,"[{'id': 52277, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': True, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
MKT-SIGN-ABOUTUS,0,Marketing Materials:About BSR Card,True,1,Each,,"[{'id': 199034, 'on_hand': '2531', 'available': '2531', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
MKT-STICKERS-LOGO,0,Marketing Materials:Stickers - Logo,True,1,Each,,"[{'id': 201094, 'on_hand': '1183', 'available': '1183', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
MKT-SIGN-LOGO-FOAM,0,Marketing Materials:Logo Foam Sign,True,1,Each,,"[{'id': 201095, 'on_hand': '9', 'available': '9', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
MKT-SIGN-CHECKLIST,0,Marketing Materials:Checklist Card,True,1,Each,,"[{'id': 201169, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
MKT-MAT-CARDS,0.2664,Marketing Materials:BSR Business Cards,True,1,Each,,"[{'id': 201597, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
MKT-MAT-GIFT,0.29938,Marketing Materials:Gift Note Card,True,1,Each,,"[{'id': 208040, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
MKT-STICKERS-OCTO,0.1625,Marketing Materials:Stickers - Octopus,True,1,Each,,"[{'id': 208262, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
MKT-STICKERS-BEAR,0.1625,Marketing Materials:Stickers - Bear,True,1,Each,,"[{'id': 208263, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
MERCH-CYL-CAP,11.56,Cycling Cap,True,1,Each,,"[{'id': 198294, 'on_hand': '44', 'available': '44', 'committed': '0', 'backorderable': True, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
MERCH-T-PNUT,0,2018 BSR T-shirt - Peanut Plant,True,1,Each,,"[{'id': 198366, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
MERCH-T-PNUT-U-XL,8.19,2018 BSR T-shirt - Peanut Plant:Unisex XL,True,1,Each,,"[{'id': 198371, 'on_hand': '4', 'available': '4', 'committed': '0', 'backorderable': True, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
MERCH-T-PNUT-U-L,8.19,2018 BSR T-shirt - Peanut Plant:Unisex Large,True,1,Each,,"[{'id': 198372, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': True, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
MERCH-T-PNUT-U-M,8.19,2018 BSR T-shirt - Peanut Plant:Unisex Medium,True,1,Each,,"[{'id': 198373, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': True, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
MERCH-T-PNUT-U-S,8.19,2018 BSR T-shirt - Peanut Plant:Unisex Small,True,1,Each,,"[{'id': 198374, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': True, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
MERCH-T-PNUT-W-XL,7.39,2018 BSR T-shirt - Peanut Plant:Women's XL,True,1,Each,,"[{'id': 198375, 'on_hand': '9', 'available': '9', 'committed': '0', 'backorderable': True, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
MERCH-T-PNUT-W-L,7.39,2018 BSR T-shirt - Peanut Plant:Women's Large,True,1,Each,,"[{'id': 198376, 'on_hand': '14', 'available': '14', 'committed': '0', 'backorderable': True, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
MERCH-T-PNUT-W-M,7.39,2018 BSR T-shirt - Peanut Plant:Women's Medium,True,1,Each,,"[{'id': 198377, 'on_hand': '11', 'available': '11', 'committed': '0', 'backorderable': True, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
MERCH-T-PNUT-W-S,7.39,2018 BSR T-shirt - Peanut Plant:Women's Small,True,1,Each,,"[{'id': 198378, 'on_hand': '6', 'available': '6', 'committed': '0', 'backorderable': True, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
MERCH-SILV-SPOON,7.29,Silver-plated Big Spoon,True,1,Each,,"[{'id': 198379, 'on_hand': '12', 'available': '12', 'committed': '0', 'backorderable': True, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",0,
SJD1706,7.54,Ancho Chiles,True,1,10 lb,,"[{'id': 198382, 'on_hand': '20.75452', 'available': '20.75452', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",1,lb
255,1.5,Apricots - Diced,True,1,28 lb,,"[{'id': 198387, 'on_hand': '224.34', 'available': '224.34', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",1,lb
12116120,3.85,Cashews - Organic,True,1,50 lb,,"[{'id': 198388, 'on_hand': '563.9', 'available': '563.9', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",1,lb
001A,14.24,Chai Spice Mix,True,1,25 lb,,"[{'id': 198389, 'on_hand': '103.89587', 'available': '103.89587', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",1,lb
CHSPO12010Z,5.7,Cherries,True,1,10 lb,,"[{'id': 198390, 'on_hand': '380.36823', 'available': '380.36823', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",1,lb
1086,3.15,Almonds,True,1,50 lb,,"[{'id': 198391, 'on_hand': '5858.7', 'available': '5858.7', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",1,lb
345037P,10.29,Chocolate - 81%,True,1,6.6 lb,,"[{'id': 198392, 'on_hand': '97.51914', 'available': '97.51914', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",1,lb
990042,8.55,Coconut Oil,True,1,2 lb,,"[{'id': 198393, 'on_hand': '34.77344', 'available': '34.77344', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",1,lb
250220,2.34,Grapeseed Oil,True,1,10.57 lb,,"[{'id': 198394, 'on_hand': '2', 'available': '2', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",1,lb
181242,1.79,Oats - Gluten Free,True,1,50 lb,,"[{'id': 198395, 'on_hand': '180.992', 'available': '180.992', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",1,
NSSU155,0.192,Sugar - Raw,True,1,25 lb,,"[{'id': 198396, 'on_hand': '250', 'available': '250', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",1,lb
I-ESP-GGET,8.65,Espresso - Go Get'em Tiger,True,1,5 lb,,"[{'id': 198397, 'on_hand': '25', 'available': '25', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",1,lb
I-ESP-TWALK,10.35,Espresso - Tigerwalk,True,1,5 lb,,"[{'id': 198398, 'on_hand': '4.92', 'available': '4.92', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",1,lb
20144,6.39,Ginger - Chips,True,1,,,"[{'id': 198399, 'on_hand': '1316.576', 'available': '1316.576', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",1,lb
93040O,6.5,Maple Sugar,True,1,40 lb,,"[{'id': 198400, 'on_hand': '135.148', 'available': '135.148', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",1,lb
91040O,6.5,Maple Powder,True,1,40 lb,,"[{'id': 198401, 'on_hand': '5.56', 'available': '5.56', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",1,lb
12128220,1.88,Coconut - Unsweetened,True,1,20 lb,,"[{'id': 198402, 'on_hand': '49.64', 'available': '49.64', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",1,lb
MORSEL-5KG,11.36,Chocolate - Morsels,True,1,11.02 lb,,"[{'id': 198404, 'on_hand': '100.2109', 'available': '100.2109', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",1,lb
CRNGDO12025U,2.65,Cranberries,True,1,25 lb,,"[{'id': 198406, 'on_hand': '224.488', 'available': '224.488', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",1,lb
No. 070,1.9,Figs - Diced,True,1,22 lb,,"[{'id': 198407, 'on_hand': '466.1268', 'available': '466.1268', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",1,lb
30073,6.25,Hazelnuts,True,1,25 lb,,"[{'id': 198408, 'on_hand': '0', 'available': '0', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",1,lb
23012,2.6,Honey - Organic,True,1,60 lb,,"[{'id': 198409, 'on_hand': '925.7426', 'available': '925.7426', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",1,lb
I-PECANS-ORG,6.25,Pecans,True,1,30 lb,,"[{'id': 198410, 'on_hand': '457.52', 'available': '457.52', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",1,lb
I-PEPITAS,3.15,Pepitas,True,1,25 lb,,"[{'id': 198411, 'on_hand': '232.68', 'available': '232.68', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",1,lb
QUINOAFLK50#B-O,2.08,Quinoa - Flakes,True,1,60 lb,,"[{'id': 198412, 'on_hand': '1545.9', 'available': '1545.9', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",1,lb
I-SORGHUM,2.22,Sorghum,True,1,60 lb,,"[{'id': 198413, 'on_hand': '120', 'available': '120', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",1,lb
KOSH#10,4.92,Salt,True,1,10 lb,,"[{'id': 198414, 'on_hand': '374.89019', 'available': '374.89019', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",1,lb
SJH34407,1.79,Cinnamon,True,1,25 lb,,"[{'id': 198415, 'on_hand': '64.662', 'available': '64.662', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",1,lb
SJD2906,5.91,Guajillo Chiles,True,1,10 lb,,"[{'id': 198416, 'on_hand': '27.97959', 'available': '27.97959', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",1,lb
SJD0804,2.21,Habanero Chiles,True,1,1 lb,,"[{'id': 198417, 'on_hand': '1.68603', 'available': '1.68603', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",1,lb
VANPOWLB,50.1,Vanilla Powder,True,1,1 lb,,"[{'id': 198418, 'on_hand': '20.48957', 'available': '20.48957', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",1,lb
ORBLSP,1.95,Peanuts - Organic,True,1,30 lb,,"[{'id': 198419, 'on_hand': '2054.34', 'available': '2054.34', 'committed': '0', 'backorderable': False, 'stock_location_name': 'Big Spoon Roasters Production Facility'}]",1,lb
